customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,is_outlier,Tenure_Group,CLV,TotalServices,AvgMonthlySpend,HasFamilyTies,PremiumCustomer,ContractRiskLevel,PaymentRisk
3511-APPBJ,Male,No,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,No,13-24 months,2298.85,6,99.68478260869566,No,No,Medium,Low
7967-HYCDE,Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,No,0-12 months,565.6,2,69.175,No,No,High,Low
2430-RRYUW,Male,No,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,No,37+ months,3616.7999999999997,4,52.51060606060606,No,No,Medium,Medium
3948-XHGNA,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,No,13-24 months,1189.1999999999998,3,50.43333333333334,No,No,High,Low
3723-BFBGR,Male,Yes,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,No,13-24 months,1315.1999999999998,4,53.80416666666667,No,No,High,Low
0565-IYCGT,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,No,37+ months,5423.4,8,77.62971014492753,No,Yes,Medium,Low
5447-WZAFP,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,No,37+ months,5315.9,6,98.12830188679246,No,Yes,Medium,Medium
5110-CHOPY,Female,No,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,No,37+ months,3216.0,5,53.950833333333335,No,No,Low,High
5445-UTODQ,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,No,0-12 months,567.6999999999999,3,82.37857142857142,Yes,No,High,High
4425-OWHWB,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,No,13-24 months,387.0,1,21.6875,No,No,Medium,Low
7892-QVYKW,Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,No,13-24 months,1968.8,4,81.23478260869565,Yes,No,High,High
9675-ICXCT,Male,No,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,No,37+ months,5817.599999999999,7,79.56319444444445,Yes,Yes,Low,High
1024-VRZHF,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,No,0-12 months,824.45,3,75.06363636363636,Yes,No,High,High
4703-MQYKT,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,No,13-24 months,411.6,1,18.59047619047619,No,No,Low,Medium
9497-QCMMS,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,No,0-12 months,93.55,5,93.55,No,No,High,High
5692-ICXLW,Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,No,25-36 months,2811.7000000000003,5,91.77903225806452,No,Yes,High,High
0602-DDUML,Female,No,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,No,37+ months,3975.75,6,68.32280701754387,No,No,Low,Medium
2208-MPXIO,Female,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,No,37+ months,900.0,1,19.697777777777777,Yes,No,Low,Low
1960-UYCNN,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,No,0-12 months,952.5,6,102.155,No,No,High,High
0348-SDKOL,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,No,37+ months,5921.799999999999,7,101.47241379310344,Yes,Yes,High,Low
3190-FZATL,Male,No,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,No,13-24 months,279.3,1,19.17142857142857,Yes,No,High,Medium
7336-RLLRH,Male,No,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,No,25-36 months,2182.95,7,81.64259259259259,Yes,Yes,Medium,Medium
4373-MAVJG,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,No,13-24 months,1272.6000000000001,5,89.92857142857143,Yes,No,High,Low
8901-HJXTF,Female,No,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,No,0-12 months,350.4,2,25.758333333333336,Yes,No,High,Medium
7710-JSYOA,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,No,37+ months,6437.7,6,92.72536231884058,Yes,Yes,Low,Low
5419-KLXBN,Female,No,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,No,25-36 months,2228.75,5,90.31,Yes,Yes,High,Low
3424-NMNBO,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,No,37+ months,6313.299999999999,8,108.40086206896552,Yes,Yes,Medium,High
9885-MFVSU,Female,No,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,No,25-36 months,1622.25,4,47.48714285714286,Yes,No,Low,Low
4514-GFCFI,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,No,13-24 months,1356.0,4,84.384375,No,No,High,High
0607-MVMGC,Male,No,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,No,37+ months,3543.75,7,80.01444444444445,Yes,Yes,Medium,Low
3365-SAIGS,Female,No,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,No,13-24 months,1420.35,4,78.18529411764706,No,No,High,High
9828-AOQLM,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,No,0-12 months,45.7,2,45.7,Yes,No,High,High
8022-BECSI,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,No,13-24 months,431.20000000000005,1,19.204545454545453,No,No,Medium,Medium
8000-REIQB,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,No,0-12 months,69.95,2,69.95,No,No,High,High
9993-LHIEB,Male,No,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,No,37+ months,4545.95,6,69.06940298507462,Yes,No,Low,Medium
0266-CLZKZ,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,No,37+ months,7078.55,7,100.26716417910447,Yes,Yes,Low,Low
7615-ESMYF,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,No,0-12 months,89.2,3,48.55,Yes,No,High,High
3858-VOBET,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,No,13-24 months,1723.8500000000001,3,74.36739130434783,No,No,High,High
7020-OZKXZ,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,No,0-12 months,679.5,3,70.82222222222222,No,No,High,Low
3977-QCRSL,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,No,0-12 months,100.75,1,23.59,No,No,High,Medium
0017-DINOC,Male,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,No,37+ months,2440.8,4,45.56574074074074,No,No,Low,Low
1447-PJGGA,Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,No,37+ months,5429.25,5,95.87105263157895,No,Yes,Low,High
8565-CLBZW,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,No,13-24 months,2156.3999999999996,5,90.21041666666667,No,No,High,Medium
9139-WQQDY,Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,No,37+ months,4922.05,6,100.8530612244898,Yes,Yes,Medium,Medium
0224-HJAPT,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,No,0-12 months,235.75,3,44.63,No,No,High,High
8086-OVPWV,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,No,0-12 months,160.4,3,90.55,No,No,High,High
9430-FRQOC,Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,No,0-12 months,348.4,5,85.3625,Yes,No,High,Medium
7639-OPLNG,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,No,37+ months,5547.5,8,81.88357142857143,Yes,Yes,Low,Low
3074-GQWYX,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,No,0-12 months,379.5,3,71.55,No,No,High,Low
1492-QGCLU,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,No,37+ months,4542.1,8,87.09622641509435,Yes,Yes,High,High
6845-RGTYS,Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,No,37+ months,4641.25,7,96.46170212765956,Yes,Yes,High,High
7328-OWMOM,Female,No,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,No,25-36 months,623.1,1,19.008064516129032,Yes,No,Medium,Low
4418-LZMSV,Male,No,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,No,13-24 months,803.4,5,57.7,Yes,No,High,Low
5155-AZQPB,Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,No,25-36 months,1397.2,3,50.36607142857143,Yes,No,High,Medium
8861-HGGKB,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,No,0-12 months,864.5,4,83.08500000000001,No,No,High,High
1087-GRUYI,Male,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,No,No,37+ months,775.1999999999999,1,19.56578947368421,Yes,No,Low,Low
7065-YUNRY,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,No,0-12 months,45.3,2,45.3,No,No,High,Medium
7694-VLBWQ,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,No,37+ months,6974.7,7,105.08731343283583,Yes,Yes,Medium,High
2546-KZAAT,Male,No,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,No,37+ months,3920.8,6,74.33557692307691,Yes,Yes,Medium,Medium
0181-RITDD,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,No,37+ months,6705.3,8,110.09112903225805,Yes,Yes,Low,Medium
5989-PGKJB,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,No,13-24 months,1380.0,4,83.75625,No,No,High,High
4795-KTRTH,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,No,0-12 months,405.0,4,74.33,Yes,No,High,High
8272-ONJLV,Male,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,No,No,0-12 months,1148.4,5,98.66666666666667,No,No,Medium,High
1488-PBLJN,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,No,37+ months,8413.199999999999,9,117.74583333333334,Yes,Yes,Low,Low
0308-GIQJT,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,No,37+ months,7508.25,7,103.98380281690142,No,Yes,Medium,Low
3778-FOAQW,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,No,No,13-24 months,483.59999999999997,1,19.035416666666666,Yes,No,Medium,Medium
4452-ROHMO,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,No,No,13-24 months,294.0,1,22.10666666666667,No,No,Low,Medium
6481-OGDOO,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,No,37+ months,6070.2,5,90.39029850746267,Yes,Yes,Medium,Low
3090-LETTY,Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,No,0-12 months,121.9,5,67.3,Yes,No,High,Low
5349-AZPEW,Female,No,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,No,0-12 months,125.25,1,25.1,Yes,No,High,Medium
3753-TSEMP,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,No,13-24 months,1322.25,4,92.70666666666666,Yes,No,High,High
8305-VHZBZ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,No,0-12 months,20.2,1,20.2,No,No,High,Medium
9720-JJJOR,Male,No,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,No,37+ months,2472.2999999999997,5,61.25121951219513,Yes,No,Medium,Low
8100-HZZLJ,Female,No,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,No,37+ months,2749.85,5,63.65232558139535,Yes,No,High,High
8775-ERLNB,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,No,No,0-12 months,74.3,3,74.3,Yes,No,High,High
8309-IEYJD,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,No,0-12 months,70.6,2,70.6,No,No,High,Medium
9172-JITSM,Female,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,No,25-36 months,2360.7999999999997,4,90.83846153846154,Yes,Yes,High,High
6298-QDFNH,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,No,13-24 months,1745.6999999999998,4,78.65227272727272,No,No,High,High
7398-HPYZQ,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,No,No,37+ months,6429.05,9,90.19718309859155,Yes,Yes,Low,Low
3546-GHEAE,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,165.35,No,No,0-12 months,136.15,1,23.62142857142857,No,No,Low,Medium
7361-YPXFS,Female,Yes,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,No,25-36 months,1804.6000000000001,6,66.7,No,No,High,Low
6557-BZXLQ,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,No,13-24 months,1114.4,2,65.20625,No,No,High,High
2550-QHZGP,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,No,No,0-12 months,136.5,1,18.37142857142857,No,No,Medium,Medium
7519-JTWQH,Female,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,No,37+ months,7624.5,8,108.05,No,Yes,Low,Low
2538-OIMXF,Female,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,No,0-12 months,24.7,1,24.7,Yes,No,High,Medium
8543-MSDMF,Male,No,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,No,0-12 months,232.20000000000002,6,68.71666666666667,No,No,High,High
9961-JBNMK,Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,No,13-24 months,2032.8,5,96.68095238095238,No,No,High,Low
1170-SASML,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,No,37+ months,5892.6,5,85.06376811594203,Yes,Yes,High,Low
4872-JCVCA,Female,No,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,No,37+ months,3379.6,5,47.57464788732395,Yes,No,Low,Low
5346-BZCHP,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,No,No,37+ months,1338.6,1,19.51014492753623,Yes,No,Low,Medium
2038-LLMLM,Female,No,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,No,37+ months,4984.799999999999,7,103.04270833333334,No,Yes,High,High
6173-ITPWD,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Yes,No,37+ months,3917.45,5,86.48936170212765,Yes,Yes,High,Low
9734-UYXQI,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,No,0-12 months,98.8,3,53.275,No,No,High,High
1216-BGTSP,Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,No,37+ months,4880.25,8,110.32666666666667,No,Yes,High,Low
4138-NAXED,Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,No,37+ months,4131.0,4,80.11274509803921,No,Yes,High,Low
2189-UXTKY,Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,No,13-24 months,1742.4,7,79.2159090909091,Yes,No,High,High
0744-BIKKF,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,No,37+ months,6238.8,9,86.45555555555556,No,Yes,Low,Low
7483-IQWIB,Male,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,No,No,37+ months,3439.15,6,92.30405405405405,Yes,Yes,High,High
5248-KWLAR,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,No,37+ months,6414.849999999999,9,89.08802816901408,Yes,Yes,Low,High
4958-GZWIY,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,No,0-12 months,340.90000000000003,3,48.607142857142854,Yes,No,High,High
7996-MHXLW,Female,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,No,No,37+ months,1659.8999999999999,2,25.509090909090908,No,No,Low,Low
7833-PKIHD,Male,No,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,No,37+ months,3896.4,6,77.77058823529413,Yes,Yes,Medium,Low
7061-OVMIM,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,No,No,25-36 months,586.5,1,20.283333333333335,Yes,No,Medium,Low
5153-RTHKF,Female,No,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,No,25-36 months,2901.8999999999996,4,85.19411764705882,No,Yes,High,High
1852-QSWCD,Male,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,No,No,37+ months,1587.2,2,23.66953125,Yes,No,Low,Medium
4832-VRBMR,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,No,37+ months,6704.75,7,104.49923076923076,Yes,Yes,Medium,Low
9079-LWTFD,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,No,37+ months,4735.25,7,99.34468085106383,No,Yes,High,Medium
6356-ELRKD,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,No,0-12 months,95.6,5,95.6,No,No,High,High
8624-GIOUT,Female,No,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,No,37+ months,2927.75,5,59.88367346938776,No,No,High,Low
3392-EHMNK,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.1,6302.8,No,No,37+ months,6304.7,6,94.07164179104478,Yes,Yes,Low,Low
5986-WWXDV,Male,No,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,No,No,37+ months,754.6500000000001,1,19.97948717948718,Yes,No,Medium,Low
3061-BCKYI,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,283.75,No,No,13-24 months,278.59999999999997,1,20.267857142857142,No,No,High,Medium
6179-GJPSO,Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,No,37+ months,4650.45,7,106.99302325581395,No,Yes,High,Low
7901-TBKJX,Male,Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,5594.0,No,No,37+ months,5658.8,6,99.89285714285714,No,Yes,High,High
7228-PAQPD,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,No,No,13-24 months,827.4,4,55.20357142857143,No,No,Medium,Low
3177-LASXD,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,No,0-12 months,71.35,2,71.35,No,No,High,High
7746-QYVCO,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.8,No,No,13-24 months,893.6,4,53.6125,Yes,No,Medium,Medium
5804-HYIEZ,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,No,37+ months,7423.5,7,107.915,Yes,Yes,High,High
9919-FZDED,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No,No,37+ months,6055.2,8,83.07847222222222,Yes,Yes,Low,Low
5934-TSSAU,Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,No,13-24 months,1731.8999999999999,3,74.0391304347826,Yes,No,High,Low
